Unnamed: 0,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
3954,36.0,Self Enquiry,0,11.0,Salaried,2,3,3,0,0,1,3.0,0,3,1,2,Executive,20629.0
1679,46.0,Self Enquiry,0,6.0,Small Business,2,2,2,3,2,1,1.0,0,0,0,2,Senior Manager,24396.0
1062,44.0,Company Invited,0,8.0,Small Business,2,1,2,3,0,3,6.0,1,0,0,1,Senior Manager,25209.0
827,28.0,Company Invited,0,12.0,Salaried,2,1,3,0,0,1,2.0,1,3,1,0,Executive,17703.0
2295,29.0,Self Enquiry,0,14.0,Small Business,2,2,3,1,0,1,2.0,1,2,1,1,Manager,20056.0
972,18.0,Company Invited,0,6.0,Salaried,1,2,2,0,0,2,2.0,0,4,1,1,Executive,16611.0
3283,43.0,Self Enquiry,2,11.0,Small Business,2,2,3,1,2,3,2.0,0,4,1,2,Manager,23833.0
2559,38.0,Self Enquiry,2,10.0,Salaried,2,2,3,3,0,3,4.0,0,2,0,1,Senior Manager,26106.0
3980,37.0,Company Invited,0,18.0,Salaried,2,3,4,1,1,3,3.0,0,3,1,2,Manager,25177.0
1042,44.0,Company Invited,0,11.0,Salaried,2,1,3,0,0,2,4.0,0,0,0,1,Executive,18162.0
189,51.0,Self Enquiry,0,9.0,Small Business,1,2,2,4,1,2,4.0,0,4,0,1,AVP,28734.0
1805,40.0,Self Enquiry,2,6.0,Small Business,2,1,4,1,0,1,3.0,1,2,1,0,Manager,22457.0
4312,38.0,Company Invited,0,32.0,Small Business,1,3,3,1,0,1,5.0,1,2,1,3,Manager,23127.0
1497,42.0,Self Enquiry,2,14.0,Small Business,2,1,2,1,1,1,1.0,0,2,1,0,Manager,21825.0
126,58.0,Self Enquiry,0,29.0,Small Business,1,2,2,3,0,0,2.0,0,2,1,0,Senior Manager,25312.0
958,34.0,Self Enquiry,0,15.0,Salaried,2,1,2,3,0,1,1.0,0,4,1,1,Senior Manager,23500.0
4060,31.0,Self Enquiry,0,9.0,Small Business,2,2,4,0,0,3,2.0,0,3,0,1,Executive,21398.0
294,37.0,Company Invited,0,15.0,Small Business,2,1,2,0,0,0,2.0,1,1,0,0,Executive,17326.0
2375,29.0,Self Enquiry,0,13.0,Large Business,1,1,2,0,0,1,4.0,1,3,1,0,Executive,31124.0
4469,30.0,Self Enquiry,2,17.0,Small Business,2,2,3,0,1,1,3.0,0,0,1,1,Executive,20975.0
134,26.0,Self Enquiry,1,31.0,Salaried,1,2,2,0,0,0,2.0,0,3,1,0,Executive,17942.0
4040,59.0,Self Enquiry,0,30.0,Small Business,1,3,3,3,0,1,3.0,0,2,1,1,Senior Manager,28990.0
2227,34.0,Self Enquiry,2,6.0,Small Business,2,2,0,1,0,1,1.0,0,4,0,1,Manager,24725.0
4037,52.0,Self Enquiry,0,13.0,Salaried,2,2,3,2,0,2,2.0,0,4,1,2,VP,38215.0
1585,37.0,Self Enquiry,2,9.0,Salaried,2,1,2,3,0,3,3.0,0,2,0,1,Senior Manager,22428.0
1999,38.0,Self Enquiry,0,6.0,Salaried,1,1,0,1,0,3,1.0,0,0,0,0,Manager,22625.0
4067,46.0,Self Enquiry,0,16.0,Salaried,2,2,3,1,1,1,2.0,0,3,1,1,Manager,21026.0
2796,49.0,Self Enquiry,2,36.0,Small Business,1,3,3,3,0,0,5.0,0,3,0,1,Senior Manager,31182.0
2944,33.0,Self Enquiry,0,16.0,Salaried,1,3,3,1,0,0,3.0,1,4,1,3,Manager,25000.0
4045,51.0,Company Invited,2,19.0,Small Business,0,3,3,3,0,3,6.0,0,4,1,3,Senior Manager,27886.0
3082,26.0,Self Enquiry,2,11.0,Small Business,2,2,4,1,2,0,3.0,0,2,1,2,Manager,22934.0
414,24.0,Self Enquiry,2,6.0,Large Business,1,2,2,0,1,2,2.0,1,3,1,2,Executive,18202.0
3534,30.0,Self Enquiry,0,15.0,Salaried,1,2,5,1,2,1,5.0,0,0,0,1,Manager,28393.0
1078,44.0,Self Enquiry,0,34.0,Salaried,2,1,2,4,2,0,4.0,0,0,1,0,AVP,31328.0
3998,35.0,Self Enquiry,0,7.0,Small Business,2,3,3,1,1,1,3.0,0,4,1,3,Manager,23003.0
1885,34.0,Company Invited,2,12.0,Small Business,1,1,4,0,0,1,1.0,0,3,0,1,Executive,17351.0
4085,20.0,Company Invited,2,7.0,Large Business,1,3,5,0,2,2,2.0,0,2,1,1,Executive,21003.0
4694,29.0,Company Invited,0,31.0,Large Business,2,3,4,3,2,3,3.0,0,0,1,2,Senior Manager,27400.0
2555,35.0,Company Invited,0,14.0,Salaried,2,3,5,1,0,3,3.0,1,4,1,2,Manager,24752.0
4699,41.0,Self Enquiry,0,27.0,Large Business,2,3,3,3,0,1,6.0,0,2,1,2,Senior Manager,29000.0
2474,34.0,Self Enquiry,0,9.0,Small Business,2,3,3,0,0,2,6.0,0,2,1,3,Executive,21174.0
4720,53.0,Self Enquiry,0,6.0,Salaried,2,2,3,3,1,2,2.0,0,2,1,2,Senior Manager,29123.0
2720,36.0,Self Enquiry,0,29.0,Salaried,1,3,2,3,1,1,2.0,0,4,1,2,Senior Manager,30674.0
1430,38.0,Self Enquiry,0,16.0,Small Business,1,1,4,3,0,1,4.0,0,0,1,1,Senior Manager,28206.0
3671,32.0,Self Enquiry,0,9.0,Salaried,2,3,3,0,0,1,3.0,0,4,0,3,Executive,22155.0
1989,29.0,Company Invited,0,6.0,Salaried,2,2,4,0,0,1,2.0,0,0,0,2,Executive,17720.0
2983,51.0,Self Enquiry,2,15.0,Small Business,2,2,3,0,1,0,2.0,0,1,1,1,Executive,22553.0
2525,36.0,Self Enquiry,0,7.0,Small Business,2,1,4,0,0,3,3.0,0,3,1,1,Executive,21537.0
4211,36.0,Self Enquiry,2,23.0,Small Business,2,3,3,3,1,1,2.0,0,0,1,2,Senior Manager,26698.0
1532,50.0,Self Enquiry,0,13.0,Small Business,1,1,3,2,0,1,6.0,1,3,1,1,VP,33740.0
2804,58.0,Self Enquiry,0,7.0,Small Business,2,2,3,1,0,0,4.0,0,2,1,2,Manager,25433.0
4287,28.0,Self Enquiry,0,7.0,Small Business,2,2,3,0,1,1,3.0,0,2,0,1,Executive,22494.0
2699,26.0,Self Enquiry,0,7.0,Salaried,1,3,3,1,0,0,2.0,0,2,1,2,Manager,23576.0
693,36.0,Self Enquiry,2,9.0,Salaried,2,1,3,3,0,0,2.0,1,1,1,0,Senior Manager,25325.0
2732,27.0,Self Enquiry,0,23.0,Small Business,2,2,3,0,1,1,4.0,1,1,1,2,Executive,21051.0
1399,43.0,Self Enquiry,0,17.0,Salaried,2,0,2,3,0,1,2.0,0,0,1,0,Senior Manager,22510.0
2299,33.0,Self Enquiry,2,15.0,Small Business,1,2,2,1,2,3,1.0,1,2,0,0,Manager,23224.0
3164,31.0,Self Enquiry,0,29.0,Salaried,1,2,3,0,0,0,6.0,1,1,0,2,Executive,20810.0
2472,45.0,Self Enquiry,0,14.0,Small Business,1,2,4,3,0,0,5.0,0,3,1,1,Senior Manager,28926.0
3999,57.0,Self Enquiry,0,14.0,Salaried,2,2,5,3,0,3,6.0,0,0,0,1,Senior Manager,25938.0
3363,60.0,Self Enquiry,0,25.0,Small Business,2,3,3,3,0,2,8.0,0,2,1,2,Senior Manager,29190.0
2504,33.0,Self Enquiry,0,7.0,Small Business,2,2,3,1,0,0,3.0,1,3,1,1,Manager,24840.0
4600,42.0,Self Enquiry,0,13.0,Small Business,2,2,3,0,2,3,4.0,1,3,1,2,Executive,23399.0
4003,47.0,Self Enquiry,2,16.0,Small Business,2,3,4,3,0,3,3.0,0,4,1,3,Senior Manager,28297.0
3625,50.0,Self Enquiry,0,13.0,Salaried,1,2,4,4,0,1,4.0,1,4,1,1,AVP,32644.0
1633,57.0,Self Enquiry,0,30.0,Salaried,2,1,0,3,0,1,4.0,1,3,1,0,Senior Manager,24439.0
953,44.0,Self Enquiry,0,9.0,Salaried,2,1,2,0,2,0,5.0,0,4,1,1,Executive,17362.0
3258,41.0,Self Enquiry,0,21.0,Small Business,2,2,4,2,0,2,3.0,0,2,1,2,VP,38304.0
3758,46.0,Company Invited,2,9.0,Salaried,1,3,3,1,0,1,6.0,0,0,1,3,Manager,23832.0
4309,44.0,Company Invited,0,28.0,Small Business,2,3,3,0,0,1,2.0,0,3,1,3,Executive,20936.0
3517,29.0,Self Enquiry,0,36.0,Salaried,2,3,5,1,1,0,3.0,0,0,1,3,Manager,25227.0
2454,36.0,Self Enquiry,0,23.0,Small Business,2,2,2,0,1,0,2.0,0,2,1,2,Executive,21104.0
4767,20.0,Self Enquiry,0,16.0,Salaried,2,2,3,0,2,2,3.0,0,2,0,2,Executive,21230.0
1842,35.0,Self Enquiry,0,15.0,Salaried,2,2,3,1,1,3,1.0,0,0,0,1,Manager,21540.0
4402,43.0,Self Enquiry,0,9.0,Salaried,1,2,3,1,0,1,3.0,0,0,0,1,Manager,22767.0
3685,33.0,Self Enquiry,2,26.0,Salaried,2,3,5,3,0,1,5.0,0,2,1,3,Senior Manager,28288.0
921,28.0,Company Invited,0,6.0,Small Business,2,1,2,0,0,2,1.0,1,3,0,0,Executive,17154.0
1030,31.0,Self Enquiry,2,14.0,Salaried,2,1,2,3,0,1,2.0,0,2,1,0,Senior Manager,25793.0
4022,26.0,Self Enquiry,0,14.0,Small Business,2,3,4,0,0,1,3.0,0,0,0,3,Executive,21567.0
4877,39.0,Company Invited,0,16.0,Salaried,2,3,3,1,2,1,6.0,0,2,0,3,Manager,25571.0
910,23.0,Self Enquiry,0,6.0,Salaried,2,1,2,0,0,0,2.0,0,3,0,1,Executive,16223.0
4560,54.0,Self Enquiry,2,15.0,Small Business,2,3,3,4,0,1,7.0,0,2,1,1,AVP,30514.0
1969,33.0,Self Enquiry,2,14.0,Small Business,2,1,2,1,0,1,1.0,0,0,0,0,Manager,22104.0
2097,52.0,Company Invited,0,31.0,Small Business,1,1,3,4,0,1,4.0,0,4,0,1,AVP,28826.0
1831,40.0,Self Enquiry,0,16.0,Salaried,1,1,0,0,0,1,4.0,1,2,0,1,Executive,17213.0
2325,37.0,Self Enquiry,0,7.0,Salaried,1,1,3,1,0,1,2.0,0,0,0,0,Manager,21474.0
3330,31.0,Self Enquiry,0,7.0,Small Business,2,3,3,0,1,0,2.0,1,3,1,3,Executive,22257.0
2114,31.0,Self Enquiry,0,17.0,Salaried,2,1,2,0,0,1,4.0,1,2,0,0,Executive,17356.0
428,47.0,Self Enquiry,0,8.0,Small Business,1,2,2,1,0,1,6.0,0,1,0,1,Manager,20070.0
1604,26.0,Self Enquiry,1,31.0,Salaried,1,2,2,0,0,1,2.0,0,3,1,1,Executive,17942.0
3336,20.0,Company Invited,0,17.0,Small Business,1,3,4,0,1,2,3.0,1,4,1,2,Executive,20537.0
4750,30.0,Self Enquiry,2,30.0,Salaried,1,2,4,3,2,1,3.0,0,2,1,2,Senior Manager,26014.0
2987,45.0,Company Invited,0,31.0,Small Business,2,2,5,0,0,3,4.0,0,2,0,2,Executive,22386.0
4087,31.0,Company Invited,0,16.0,Small Business,2,3,3,1,2,1,3.0,0,0,1,2,Manager,21750.0
1035,31.0,Self Enquiry,1,14.0,Small Business,1,2,0,0,1,2,1.0,0,0,0,2,Executive,17109.0
3038,30.0,Self Enquiry,0,30.0,Salaried,2,2,1,0,0,0,3.0,0,1,1,2,Executive,21378.0
2500,36.0,Company Invited,2,25.0,Salaried,2,3,3,3,2,0,3.0,0,3,1,1,Senior Manager,27747.0
2929,28.0,Self Enquiry,0,13.0,Small Business,1,3,4,0,0,1,2.0,0,1,1,2,Executive,20865.0
3643,37.0,Self Enquiry,0,33.0,Salaried,2,3,3,1,0,1,8.0,0,2,1,1,Manager,24025.0
1641,19.0,Company Invited,2,6.0,Large Business,1,2,4,0,2,2,1.0,0,2,1,0,Executive,17325.0
221,33.0,Self Enquiry,0,10.0,Small Business,1,1,3,0,1,0,7.0,0,3,0,0,Executive,17622.0
4866,32.0,Self Enquiry,2,20.0,Small Business,2,3,4,1,2,1,7.0,1,0,1,1,Manager,20980.0
4670,33.0,Company Invited,0,36.0,Small Business,1,3,3,0,0,3,2.0,0,2,1,3,Executive,22703.0
1000,52.0,Self Enquiry,0,14.0,Salaried,1,1,2,0,2,0,1.0,0,0,1,1,Executive,17950.0
3415,52.0,Self Enquiry,0,18.0,Large Business,1,2,4,4,1,2,5.0,0,0,0,2,AVP,31820.0
3321,47.0,Self Enquiry,0,9.0,Large Business,2,2,3,1,0,1,4.0,0,1,1,1,Manager,26057.0
1822,48.0,Self Enquiry,2,35.0,Small Business,1,2,2,3,0,1,4.0,0,3,0,1,Senior Manager,27504.0
4627,46.0,Self Enquiry,0,7.0,Small Business,1,3,3,0,0,1,5.0,0,4,1,1,Executive,20948.0
2490,35.0,Company Invited,2,30.0,Small Business,2,3,3,1,0,3,2.0,0,4,1,2,Manager,23246.0
31,44.0,Self Enquiry,0,16.0,Salaried,2,1,2,1,0,0,3.0,1,2,1,1,Manager,21465.0
2977,41.0,Company Invited,2,12.0,Salaried,2,2,4,3,2,0,7.0,1,4,0,2,Senior Manager,29153.0
4632,46.0,Company Invited,0,30.0,Salaried,2,2,3,1,2,1,3.0,1,0,1,1,Manager,22311.0
4404,39.0,Self Enquiry,0,7.0,Salaried,1,2,3,0,2,3,5.0,0,0,0,2,Executive,21297.0
216,30.0,Company Invited,2,32.0,Small Business,1,1,3,1,2,3,6.0,0,1,0,1,Manager,21696.0
2700,43.0,Self Enquiry,0,9.0,Small Business,1,2,4,0,2,1,2.0,1,3,1,1,Executive,21271.0
3837,28.0,Self Enquiry,2,16.0,Small Business,2,2,3,1,0,3,3.0,0,0,0,2,Manager,22783.0
411,60.0,Self Enquiry,0,13.0,Salaried,1,1,2,2,2,0,6.0,0,4,0,0,VP,34566.0
2883,32.0,Company Invited,0,27.0,Salaried,2,3,3,3,0,0,5.0,0,2,1,1,Senior Manager,28502.0
537,27.0,Company Invited,0,16.0,Salaried,2,1,2,3,2,1,2.0,0,2,1,0,Senior Manager,23793.0
4454,29.0,Self Enquiry,0,7.0,Salaried,1,3,5,0,1,2,2.0,1,0,1,3,Executive,20894.0
2650,23.0,Self Enquiry,0,12.0,Salaried,2,2,2,0,1,1,3.0,1,3,0,1,Executive,21006.0
3407,39.0,Self Enquiry,2,9.0,Salaried,1,2,3,1,2,1,5.0,0,3,0,2,Manager,25571.0
